problem_id,problem_title,problem_url,difficulty_rating,pair_number,bug_category,bug_category_name,bug_description,correct_submission_id,buggy_submission_id,buggy_tests_passed
2159B,Rectangles,https://codeforces.com/contest/2159/problem/B,2100,2,T5,Greedy / Algorithmic Flaw,"The buggy solution does not account for transposing the grid when the number of rows exceeds the number of columns, leading to incorrect rectangle area calculations for cases where height and width need to be swapped.",372077530,372077118,9
2159B,Rectangles,https://codeforces.com/contest/2159/problem/B,2100,3,T3,Off-by-One / Boundary,"The buggy solution has an off-by-one error in the rectangle area calculation because it does not correctly handle the indices for the rectangle boundaries, leading to incorrect area computations.",371440528,371440491,16
2159B,Rectangles,https://codeforces.com/contest/2159/problem/B,2100,4,T3,Off-by-One / Boundary,"The buggy solution fails to correctly update the minimum areas due to an off-by-one error in the rectangle boundary calculations, particularly when considering the vertical dimensions as it does not ensure that the indices are properly validated when accessing the grid.",370880539,370880464,1
2159B,2159B,https://codeforces.com/problemset/problem/2159/B,2100,5,T3,Off-by-One / Boundary,Off-by-one error in loop bounds,8631915,5352138,1
2159B,Rectangles,https://codeforces.com/contest/2159/problem/B,2100,6,T3,Off-by-One / Boundary,"The buggy solution has an off-by-one error when determining the bounds for the area calculations of the rectangles, leading to incorrect area outputs.",370017179,370016194,23
2159B,Rectangles,https://codeforces.com/contest/2159/problem/B,2100,7,T3,Off-by-One / Boundary,"The buggy solution has an off-by-one error when calculating the rectangle boundaries, as it wrongly initializes and processes indices which may lead to incorrect rectangle sizes being computed.",370017137,370016122,23
2159B,Rectangles,https://codeforces.com/contest/2159/problem/B,2100,8,T5,Greedy / Algorithmic Flaw,"The buggy solution has an incorrect approach to storing the minimum area found for each rectangle, leading to incorrect calculations and results when determining the area for certain rectangle configurations.",369890998,369886184,19
2159B,Rectangles,https://codeforces.com/contest/2159/problem/B,2100,9,T4,Wrong Conditional Logic,"The buggy solution contains incorrect logic in the rectangle area calculation by using the indices `i` and `j` which may not correctly represent valid rectangle boundaries, leading to wrong outputs. Specifically, the wrong logic might cause valid rectangles to be overlooked or incorrectly calculated in terms of area.",369806685,369806618,27
2159B,Rectangles,https://codeforces.com/contest/2159/problem/B,2100,10,T4,Wrong Conditional Logic,"The buggy solution has incorrect conditional logic regarding the rectangle formation, specifically with how it initializes and checks areas when determining valid rectangles, leading to consistently wrong area outputs.",368796619,368796489,1
2159B,Rectangles,https://codeforces.com/contest/2159/problem/B,2100,11,T5,Greedy / Algorithmic Flaw,"The buggy solution attempts to find and store rectangle areas in two lists, L and R, but does not properly handle the minimum area calculation when combining results, leading to incorrect outputs due to a greedy approach that fails to account for all valid rectangles.",368405996,368401219,19
2159B,Rectangles,https://codeforces.com/contest/2159/problem/B,2100,12,T4,Wrong Conditional Logic,"The bug arises from incorrect conditional logic in the updates of the DP array, particularly how the minimum area is calculated in relation to the rectangle's bounds, resulting in wrong rectangle areas being considered.",368236414,368235684,16
2159B,Rectangles,https://codeforces.com/contest/2159/problem/B,2100,13,T4,Wrong Conditional Logic,"The buggy solution incorrectly handles the case when determining the minimum area rectangle. It erroneously assumes the last row of results will be filled appropriately, leading to incorrect outputs for cells where no rectangle can be formed.",368220179,368219814,9
2159B,Rectangles,https://codeforces.com/contest/2159/problem/B,2100,14,T4,Wrong Conditional Logic,"The buggy solution uses an incorrect data type for the dp array, causing issues with minimum area calculations. As it uses 'long long' for areas, while areas computed via 'int' may lead to incorrect comparisons and updates during the rectangle area calculations.",368079643,368079519,16
2159B,Rectangles,https://codeforces.com/contest/2159/problem/B,2100,15,T4,Wrong Conditional Logic,"The buggy solution has incorrect logic in its rectangle area calculation which leads to producing invalid results, particularly in updating and querying the values in the tree structure. The conditions under which rectangles are formed do not properly enforce the rectangle constraints, leading to wrong area outputs.",367570154,367567920,19
2159B,Rectangles,https://codeforces.com/contest/2159/problem/B,2100,16,T3,Off-by-One / Boundary,"The condition to check for the number of rows (n) in the buggy solution should be 'if (n > m)' instead of 'if (n >= 0)', leading to incorrect behavior and potential out-of-bounds access.",367099952,367098988,22
2159B,Rectangles,https://codeforces.com/contest/2159/problem/B,2100,17,T4,Wrong Conditional Logic,"The buggy solution incorrectly calculates the area of rectangles due to not properly resetting or considering the boundaries correctly when building the DP table, leading to wrong conditional logic in area calculations.",366806382,366806123,1
2159B,Rectangles,https://codeforces.com/contest/2159/problem/B,2100,18,T5,Greedy / Algorithmic Flaw,"The buggy solution has a flaw in its algorithm where it does not correctly handle the conditions for forming a valid rectangle, especially regarding the tracking of positions of '1's and their respective boundaries. This leads to an incorrect computation of the minimum area rectangle.",366430174,366429665,31
2159B,Rectangles,https://codeforces.com/contest/2159/problem/B,2100,19,T6,State / Initialization,"The buggy solution initializes the 'coloane' array with a fixed size of 505, which may be insufficient for cases where either n or m is larger than 505. This can lead to incorrect results or out-of-bounds errors when accessing this array.",366377866,366377713,6
2159B,Rectangles,https://codeforces.com/contest/2159/problem/B,2100,20,T4,Wrong Conditional Logic,"The buggy solution contains incorrect conditional and index swapping logic in the output phase which leads to mismatched output format and incorrect results for certain test cases. Specifically, the presence of 'if(rv)swap(i,j);' can cause incorrect referencing of indices when printing results, resulting in wrong answers.",366366623,366360972,1
2159B,Rectangles,https://codeforces.com/contest/2159/problem/B,2100,21,T5,Greedy / Algorithmic Flaw,"The buggy solution fails to correctly compute the minimum area rectangles because it does not properly account for overlapping rectangles or dynamically update areas for shared coordinates, leading to incorrect area calculations.",366237793,366232831,23
2159B,Rectangles,https://codeforces.com/contest/2159/problem/B,2100,22,T8,I/O and Output Format,"The buggy solution incorrectly outputs the rectangle dimensions in the transposed order when the grid is swapped, which results in an output format mismatch compared to the correct solution.",366140000,366139619,1
2159B,Rectangles,https://codeforces.com/contest/2159/problem/B,2100,23,T2,Modular Arithmetic Error,"The buggy solution incorrectly handles large values resulting from area calculations due to using 'long long' type without proper modular arithmetic, leading to incorrect answers when the area exceeds the defined bounds.",365508123,365506653,23
2159B,Rectangles,https://codeforces.com/contest/2159/problem/B,2100,24,T4,Wrong Conditional Logic,"The buggy solution incorrectly initializes the transposed grid when reshaping it, causing the area calculation to be based on wrong dimensions. This logic flaw leads to incorrect output when the input grid is transposed.",365408305,365407738,1
2159B,Rectangles,https://codeforces.com/contest/2159/problem/B,2100,25,T4,Wrong Conditional Logic,"The buggy solution incorrectly checks for the positions of cells in the grid when determining minimum areas for rectangles. The conditional logic used to validate adjacent positions and the index handling is flawed, leading to incorrect rectangle area calculations.",365285052,365284676,23
2161D,Locked Out,https://codeforces.com/contest/2161/problem/D,2100,1,T4,Wrong Conditional Logic,"The buggy solution has flawed conditional logic when updating the lengths of the good subsequences, particularly failing to account correctly for the relationship between the previous maximums and the current element being processed.",373443292,373389087,2
